year,age,population,sex
2010,34,340039,women
2010,35,322411,men
2010,35,332233,women
2010,36,313290,men
2010,36,324095,women
2010,37,321350,men
2010,37,335965,women
2010,38,318746,men
2010,38,332217,women
2010,39,315135,men
2010,39,329898,women
2010,40,288582,men
2010,40,306336,women
2010,41,292320,men
2010,41,312085,women
2010,42,286721,men
2010,42,309991,women
2010,43,294074,men
2010,43,321304,women
2010,44,289401,men
2010,44,320454,women
2010,45,300964,men
2010,45,336463,women
2010,46,319019,men
2010,46,361302,women
2010,47,325506,men
2010,47,372183,women
2010,48,336143,men
2010,48,385909,women
2010,49,346272,men
2010,49,401020,women
2010,50,327278,men
2010,50,386313,women
2010,51,322286,men
2010,51,384399,women
2010,52,306220,men
2010,52,371174,women
2010,53,301349,men
2010,53,371348,women
2010,54,278978,men
2010,54,349145,women
2010,55,283576,men
2010,55,360845,women
2010,56,256419,men
2010,56,331385,women
2010,57,265684,men
2010,57,347184,women
2010,58,262783,men
2010,58,345012,women
2010,59,256666,men
2010,59,342610,women
2010,60,261177,men
2010,60,357751,women
2010,61,214581,men
2010,61,298035,women
2010,62,186702,men
2010,62,266854,women
2010,63,174830,men
2010,63,259514,women
2010,64,111001,men
2010,64,172130,women
2010,65,126064,men
2010,65,200403,women
2010,66,110976,men
2010,66,180019,women
2010,67,140355,men
2010,67,233091,women
2010,68,182156,men
2010,68,304231,women
2010,69,182465,men
2010,69,311326,women
2010,70,188631,men
2010,70,337232,women
2010,71,191133,men
2010,71,348467,women
2010,72,193344,men
2010,72,351191,women
2010,73,151783,men
2010,73,277696,women
2010,74,121778,men
2010,74,224844,women
2010,75,87196,men
2010,75,164368,women
2010,76,69439,men
2010,76,138549,women
2010,77,81976,men
2010,77,175975,women
2010,78,81965,men
2010,78,173906,women
2010,79,91499,men
2010,79,206655,women
2010,80 і старше,385384,men
2010,80 і старше,1154765,women
2010,Вік невідомий,NA,men
2010,Вік невідомий,NA,women
2011,0,254668,men
2011,0,239343,women
2011,1,262195,men
2011,1,245647,women
2011,2,260595,men
2011,2,244842,women
2011,3,240019,men
2011,3,227100,women
2011,4,233199,men
2011,4,221955,women
2011,5,216641,men
2011,5,204213,women
2011,6,216979,men
2011,6,205208,women
2011,7,206982,men
2011,7,196296,women
2011,8,198415,men
2011,8,186452,women
2011,9,190383,men
2011,9,179567,women
2011,10,195892,men
2011,10,185085,women
2011,11,197828,men
2011,11,187763,women
2011,12,209164,men
2011,12,200467,women
2011,13,218915,men
2011,13,208432,women
2011,14,236498,men
2011,14,225247,women
2011,15,245711,men
2011,15,233968,women
2011,16,255780,men
2011,16,243148,women
2011,17,270626,men
2011,17,258058,women
2011,18,291664,men
2011,18,277955,women
2011,19,313210,men
2011,19,297972,women
2011,20,329341,men
2011,20,313643,women
2011,21,344621,men
2011,21,329250,women
2011,22,366732,men
2011,22,350988,women
2011,23,379253,men
2011,23,363074,women
2011,24,401441,men
2011,24,386012,women
2011,25,388785,men
2011,25,375664,women
2011,26,397609,men
2011,26,384146,women
2011,27,404234,men
2011,27,390130,women
2011,28,369661,men
2011,28,354709,women
2011,29,354050,men
2011,29,347384,women
2011,30,360678,men
2011,30,355143,women
2011,31,339924,men
2011,31,336321,women
2011,32,335484,men
2011,32,336065,women
2011,33,322960,men
2011,33,327014,women
2011,34,339356,men
2011,34,344168,women
2011,35,330174,men
2011,35,339520,women
2011,36,320781,men
2011,36,331626,women
2011,37,311594,men
2011,37,323518,women
2011,38,319614,men
2011,38,335292,women
2011,39,316976,men
2011,39,331526,women
2011,40,313151,men
2011,40,329210,women
2011,41,286624,men
2011,41,305616,women
2011,42,290187,men
2011,42,311271,women
2011,43,284495,men
2011,43,309115,women
2011,44,291731,men
2011,44,320455,women
2011,45,286909,men
2011,45,319585,women
2011,46,298227,men
2011,46,335492,women
2011,47,315767,men
2011,47,360104,women
2011,48,322001,men
2011,48,370919,women
2011,49,332365,men
2011,49,384486,women
2011,50,341983,men
2011,50,399414,women
2011,51,322834,men
2011,51,384708,women
2011,52,317603,men
2011,52,382639,women
2011,53,301444,men
2011,53,369229,women
2011,54,296376,men
2011,54,369351,women
2011,55,273876,men
2011,55,347101,women
2011,56,278064,men
2011,56,358427,women
2011,57,250908,men
2011,57,329004,women
2011,58,259681,men
2011,58,344428,women
2011,59,256392,men
2011,59,342033,women
2011,60,249808,men
2011,60,339321,women
2011,61,253212,men
2011,61,353956,women
2011,62,207853,men
2011,62,294567,women
2011,63,180419,men
2011,63,263423,women
2011,64,168706,men
2011,64,255945,women
2011,65,106803,men
2011,65,169553,women
2011,66,120719,men
2011,66,196809,women
2011,67,106079,men
2011,67,176524,women
2011,68,133802,men
2011,68,228164,women
2011,69,173145,men
2011,69,297587,women
2011,70,172819,men
2011,70,303477,women
2011,71,177589,men
2011,71,327569,women
2011,72,179247,men
2011,72,337296,women
2011,73,180352,men
2011,73,338607,women
2011,74,140884,men
2011,74,266577,women
2011,75,112191,men
2011,75,214425,women
2011,76,79816,men
2011,76,156042,women
2011,77,63313,men
2011,77,130785,women
2011,78,74144,men
2011,78,164903,women
2011,79,73477,men
2011,79,162156,women
2011,80 і старше,408988,men
2011,80 і старше,1191379,women
2011,Вік невідомий,NA,men
2011,Вік невідомий,NA,women
2012,0,257319,men
2012,0,241656,women
2012,1,254290,men
2012,1,239066,women
2012,2,262074,men
2012,2,245582,women
2012,3,260546,men
2012,3,244779,women
2012,4,239939,men
2012,4,227066,women
2012,5,233149,men
2012,5,221946,women
2012,6,216621,men
2012,6,204201,women
2012,7,216936,men
2012,7,205168,women
2012,8,206936,men
2012,8,196289,women
2012,9,198393,men
2012,9,186452,women
2012,10,190334,men
2012,10,179530,women
2012,11,195858,men
2012,11,185080,women
2012,12,197795,men
2012,12,187741,women
2012,13,209116,men
2012,13,200455,women
2012,14,218826,men
2012,14,208388,women
2012,15,236412,men
2012,15,225189,women
2012,16,245609,men
2012,16,234009,women
2012,17,255703,men
2012,17,243185,women
2012,18,270496,men
2012,18,258075,women
2012,19,291498,men
2012,19,277969,women
2012,20,312967,men
2012,20,297944,women
2012,21,329008,men
2012,21,313646,women
2012,22,344178,men
2012,22,329231,women
2012,23,366202,men
2012,23,350939,women
2012,24,378657,men
2012,24,363051,women
2012,25,400760,men
2012,25,385941,women
2012,26,388094,men
2012,26,375600,women
2012,27,396835,men
2012,27,383957,women
2012,28,403379,men
2012,28,389940,women
2012,29,368762,men
2012,29,354493,women
2012,30,353100,men
2012,30,347076,women
2012,31,359661,men
2012,31,354788,women
2012,32,338721,men
2012,32,335876,women
2012,33,334152,men
2012,33,335636,women
2012,34,321616,men
2012,34,326577,women
2012,35,337814,men
2012,35,343611,women
2012,36,328526,men
2012,36,338982,women
2012,37,319069,men
2012,37,331018,women
2012,38,309961,men
2012,38,322898,women
2012,39,317870,men
2012,39,334662,women
2012,40,315131,men
2012,40,330855,women
2012,41,311217,men
2012,41,328456,women
2012,42,284671,men
2012,42,304963,women
2012,43,288184,men
2012,43,310541,women
2012,44,282238,men
2012,44,308307,women
2012,45,289325,men
2012,45,319650,women
2012,46,284526,men
2012,46,318665,women
2012,47,295373,men
2012,47,334480,women
2012,48,312563,men
2012,48,358933,women
2012,49,318620,men
2012,49,369642,women
2012,50,328499,men
2012,50,383002,women
2012,51,337729,men
2012,51,397779,women
2012,52,318278,men
2012,52,382989,women
2012,53,312857,men
2012,53,380826,women
2012,54,296711,men
2012,54,367328,women
2012,55,291393,men
2012,55,367402,women
2012,56,268657,men
2012,56,345056,women
2012,57,272406,men
2012,57,355974,women
2012,58,245472,men
2012,58,326464,women
2012,59,253626,men
2012,59,341683,women
2012,60,249987,men
2012,60,338987,women
2012,61,242894,men
2012,61,336014,women
2012,62,245521,men
2012,62,349845,women
2012,63,201110,men
2012,63,290886,women
2012,64,174256,men
2012,64,259997,women
2012,65,162669,men
2012,65,252157,women
2012,66,102762,men
2012,66,166960,women
2012,67,115528,men
2012,67,193284,women
2012,68,101286,men
2012,68,173014,women
2012,69,127251,men
2012,69,223259,women
2012,70,164535,men
2012,70,290769,women
2012,71,163483,men
2012,71,295455,women
2012,72,166737,men
2012,72,317885,women
2012,73,167711,men
2012,73,326236,women
2012,74,167861,men
2012,74,325966,women
2012,75,130738,men
2012,75,255213,women
2012,76,103312,men
2012,76,204152,women
2012,77,72882,men
2012,77,147673,women
2012,78,57494,men
2012,78,123047,women
2012,79,66933,men
2012,79,153951,women
2012,80 і старше,417104,men
2012,80 і старше,1191133,women
2012,Вік невідомий,NA,men
2012,Вік невідомий,NA,women
2013,0,266820,men
2013,0,250481,women
2013,1,256967,men
2013,1,241404,women
2013,2,254237,men
2013,2,239007,women
2013,3,262034,men
2013,3,245566,women
2013,4,260473,men
2013,4,244798,women
2013,5,239901,men
2013,5,227055,women
2013,6,233152,men
2013,6,221913,women
2013,7,216603,men
2013,7,204225,women
2013,8,216915,men
2013,8,205192,women
2013,9,206934,men
2013,9,196268,women
2013,10,198396,men
2013,10,186444,women
2013,11,190341,men
2013,11,179524,women
2013,12,195851,men
2013,12,185083,women
2013,13,197747,men
2013,13,187721,women
2013,14,209108,men
2013,14,200438,women
2013,15,218770,men
2013,15,208355,women
2013,16,236427,men
2013,16,225219,women
2013,17,246690,men
2013,17,234332,women
2013,18,258319,men
2013,18,244076,women
2013,19,273728,men
2013,19,259220,women
2013,20,294729,men
2013,20,279194,women
2013,21,315818,men
2013,21,299083,women
2013,22,331707,men
2013,22,314764,women
2013,23,346660,men
2013,23,330232,women
2013,24,368187,men
2013,24,351783,women
2013,25,379888,men
2013,25,363524,women
2013,26,401430,men
2013,26,386262,women
2013,27,388434,men
2013,27,375765,women
2013,28,396799,men
2013,28,383941,women
2013,29,403121,men
2013,29,389828,women
2013,30,368335,men
2013,30,354370,women
2013,31,352408,men
2013,31,346882,women
2013,32,358804,men
2013,32,354497,women
2013,33,337551,men
2013,33,335543,women
2013,34,332918,men
2013,34,335290,women
2013,35,320239,men
2013,35,326133,women
2013,36,336490,men
2013,36,343172,women
2013,37,326979,men
2013,37,338471,women
2013,38,317427,men
2013,38,330461,women
2013,39,308373,men
2013,39,322356,women
2013,40,316163,men
2013,40,334019,women
2013,41,313265,men
2013,41,330200,women
2013,42,309358,men
2013,42,327734,women
2013,43,282691,men
2013,43,304269,women
2013,44,286112,men
2013,44,309733,women
2013,45,279935,men
2013,45,307459,women
2013,46,286933,men
2013,46,318761,women
2013,47,282031,men
2013,47,317800,women
2013,48,292455,men
2013,48,333441,women
2013,49,309205,men
2013,49,357747,women
2013,50,314830,men
2013,50,368347,women
2013,51,324488,men
2013,51,381487,women
2013,52,333299,men
2013,52,396061,women
2013,53,313693,men
2013,53,381217,women
2013,54,308008,men
2013,54,378939,women
2013,55,291432,men
2013,55,365271,women
2013,56,286074,men
2013,56,365189,women
2013,57,263232,men
2013,57,342681,women
2013,58,266584,men
2013,58,353371,women
2013,59,239708,men
2013,59,323827,women
2013,60,246942,men
2013,60,338670,women
2013,61,242998,men
2013,61,335628,women
2013,62,235748,men
2013,62,332377,women
2013,63,237454,men
2013,63,345616,women
2013,64,194243,men
2013,64,287067,women
2013,65,167930,men
2013,65,256176,women
2013,66,156344,men
2013,66,248269,women
2013,67,98619,men
2013,67,164270,women
2013,68,110139,men
2013,68,189500,women
2013,69,96350,men
2013,69,169271,women
2013,70,120662,men
2013,70,217977,women
2013,71,155644,men
2013,71,283565,women
2013,72,154157,men
2013,72,287070,women
2013,73,156121,men
2013,73,307428,women
2013,74,156133,men
2013,74,314494,women
2013,75,155497,men
2013,75,312567,women
2013,76,120691,men
2013,76,243573,women
2013,77,94595,men
2013,77,193575,women
2013,78,66382,men
2013,78,139130,women
2013,79,52039,men
2013,79,114835,women
2013,80 і старше,418850,men
2013,80 і старше,1183465,women
2013,Вік невідомий,NA,men
2013,Вік невідомий,NA,women
2014,0,257889,men
2014,0,242595,women
2014,1,266548,men
2014,1,250262,women
2014,2,256882,men
2014,2,241358,women
2014,3,254179,men
2014,3,239007,women
2014,4,262046,men
2014,4,245549,women
2014,5,260462,men
2014,5,244798,women
2014,6,239891,men
2014,6,227076,women
2014,7,233152,men
2014,7,221908,women
2014,8,216593,men
2014,8,204219,women
2014,9,216904,men
2014,9,205203,women
2014,10,206907,men
2014,10,196256,women
2014,11,198396,men
2014,11,186433,women
2014,12,190331,men
2014,12,179533,women
2014,13,195817,men
2014,13,185068,women
2014,14,197721,men
2014,14,187706,women
2014,15,209022,men
2014,15,200377,women
2014,16,218749,men
2014,16,208363,women
2014,17,237163,men
2014,17,225503,women
2014,18,248512,men
2014,18,234992,women
2014,19,260300,men
2014,19,244829,women
2014,20,275158,men
2014,20,259828,women
2014,21,295535,men
2014,21,279555,women
2014,22,316052,men
2014,22,299294,women
2014,23,331823,men
2014,23,314809,women
2014,24,346383,men
2014,24,330201,women
2014,25,367417,men
2014,25,351690,women
2014,26,379178,men
2014,26,363496,women
2014,27,400805,men
2014,27,386173,women
2014,28,387768,men
2014,28,375639,women
2014,29,396090,men
2014,29,383828,women
2014,30,402193,men
2014,30,389522,women
2014,31,367334,men
2014,31,354149,women
2014,32,351448,men
2014,32,346607,women
2014,33,357498,men
2014,33,354131,women
2014,34,336227,men
2014,34,335077,women
2014,35,331379,men
2014,35,334836,women
2014,36,318698,men
2014,36,325671,women
2014,37,334800,men
2014,37,342586,women
2014,38,325320,men
2014,38,337837,women
2014,39,315641,men
2014,39,329838,women
2014,40,306580,men
2014,40,321720,women
2014,41,314187,men
2014,41,333319,women
2014,42,311296,men
2014,42,329483,women
2014,43,307257,men
2014,43,326882,women
2014,44,280695,men
2014,44,303490,women
2014,45,283837,men
2014,45,308843,women
2014,46,277439,men
2014,46,306551,women
2014,47,284282,men
2014,47,317791,women
2014,48,279313,men
2014,48,316724,women
2014,49,289351,men
2014,49,332293,women
2014,50,305482,men
2014,50,356388,women
2014,51,310828,men
2014,51,366938,women
2014,52,320129,men
2014,52,379838,women
2014,53,328553,men
2014,53,394277,women
2014,54,308694,men
2014,54,379285,women
2014,55,302632,men
2014,55,376887,women
2014,56,285917,men
2014,56,363106,women
2014,57,280605,men
2014,57,362732,women
2014,58,257708,men
2014,58,340178,women
2014,59,260524,men
2014,59,350555,women
2014,60,233650,men
2014,60,320914,women
2014,61,239926,men
2014,61,335402,women
2014,62,235560,men
2014,62,331975,women
2014,63,228245,men
2014,63,328518,women
2014,64,229076,men
2014,64,341195,women
2014,65,187222,men
2014,65,282891,women
2014,66,161457,men
2014,66,252173,women
2014,67,149948,men
2014,67,244150,women
2014,68,94415,men
2014,68,161332,women
2014,69,104710,men
2014,69,185444,women
2014,70,91375,men
2014,70,165214,women
2014,71,113936,men
2014,71,212300,women
2014,72,146984,men
2014,72,275697,women
2014,73,145047,men
2014,73,278018,women
2014,74,145579,men
2014,74,296706,women
2014,75,144735,men
2014,75,301924,women
2014,76,143457,men
2014,76,298210,women
2014,77,110720,men
2014,77,231267,women
2014,78,86018,men
2014,78,182262,women
2014,79,60132,men
2014,79,130269,women
2014,80 і старше,406576,men
2014,80 і старше,1138663,women
2014,Вік невідомий,NA,men
2014,Вік невідомий,NA,women
2015,0,238366,men
2015,0,224682,women
2015,1,242999,men
2015,1,228668,women
2015,2,251352,men
2015,2,236137,women
2015,3,242605,men
2015,3,228069,women
2015,4,239837,men
2015,4,225929,women
2015,5,247710,men
2015,5,232129,women
2015,6,246323,men
2015,6,231388,women
2015,7,226701,men
2015,7,214581,women
2015,8,221015,men
2015,8,210073,women
2015,9,205474,men
2015,9,193518,women
2015,10,205524,men
2015,10,194633,women
2015,11,196157,men
2015,11,186007,women
2015,12,188441,men
2015,12,177059,women
2015,13,180987,men
2015,13,170667,women
2015,14,186143,men
2015,14,175997,women
2015,15,188196,men
2015,15,178592,women
2015,16,199463,men
2015,16,191164,women
2015,17,209068,men
2015,17,199050,women
2015,18,227882,men
2015,18,215982,women
2015,19,238964,men
2015,19,225235,women
2015,20,249362,men
2015,20,234105,women
2015,21,262876,men
2015,21,248278,women
2015,22,281665,men
2015,22,266478,women
2015,23,300231,men
2015,23,284466,women
2015,24,314504,men
2015,24,298698,women
2015,25,327580,men
2015,25,312777,women
2015,26,346992,men
2015,26,332720,women
2015,27,357886,men
2015,27,343352,women
2015,28,378677,men
2015,28,365578,women
2015,29,366153,men
2015,29,355449,women
2015,30,374537,men
2015,30,363599,women
2015,31,378603,men
2015,31,368818,women
2015,32,344736,men
2015,32,335172,women
2015,33,330345,men
2015,33,328029,women
2015,34,337366,men
2015,34,335358,women
2015,35,317412,men
2015,35,317232,women
2015,36,312900,men
2015,36,317055,women
2015,37,300708,men
2015,37,308054,women
2015,38,316340,men
2015,38,324670,women
2015,39,307408,men
2015,39,320373,women
2015,40,298099,men
2015,40,312670,women
2015,41,289983,men
2015,41,305121,women
2015,42,297047,men
2015,42,315906,women
2015,43,294493,men
2015,43,312569,women
2015,44,290932,men
2015,44,310086,women
2015,45,264845,men
2015,45,287265,women
2015,46,267703,men
2015,46,292313,women
2015,47,261554,men
2015,47,290109,women
2015,48,267525,men
2015,48,299869,women
2015,49,261977,men
2015,49,298712,women
2015,50,271209,men
2015,50,313464,women
2015,51,286262,men
2015,51,336222,women
2015,52,290106,men
2015,52,345283,women
2015,53,299243,men
2015,53,357839,women
2015,54,307062,men
2015,54,371535,women
2015,55,287949,men
2015,55,356664,women
2015,56,281892,men
2015,56,354673,women
2015,57,265436,men
2015,57,340788,women
2015,58,259745,men
2015,58,339892,women
2015,59,237953,men
2015,59,317927,women
2015,60,240081,men
2015,60,327319,women
2015,61,214295,men
2015,61,299309,women
2015,62,219481,men
2015,62,312970,women
2015,63,215888,men
2015,63,309863,women
2015,64,209135,men
2015,64,306309,women
2015,65,209290,men
2015,65,317617,women
2015,66,170980,men
2015,66,263530,women
2015,67,146247,men
2015,67,233511,women
2015,68,135885,men
2015,68,226442,women
2015,69,85535,men
2015,69,149626,women
2015,70,94676,men
2015,70,172654,women
2015,71,82262,men
2015,71,153710,women
2015,72,101567,men
2015,72,195742,women
2015,73,130891,men
2015,73,253546,women
2015,74,128685,men
2015,74,254217,women
2015,75,127910,men
2015,75,269803,women
2015,76,126603,men
2015,76,273656,women
2015,77,124495,men
2015,77,268390,women
2015,78,96104,men
2015,78,207491,women
2015,79,73793,men
2015,79,162301,women
2015,80 і старше,383520,men
2015,80 і старше,1055101,women
2015,Вік невідомий,NA,men
2015,Вік невідомий,NA,women
2016,0,211339,men
2016,0,197833,women
2016,1,238053,men
2016,1,224436,women
2016,2,242884,men
2016,2,228566,women
2016,3,251286,men
2016,3,236070,women
2016,4,242525,men
2016,4,228012,women
2016,5,239790,men
2016,5,225895,women
2016,6,247658,men
2016,6,232081,women
2016,7,246292,men
2016,7,231359,women
2016,8,226677,men
2016,8,214535,women
2016,9,220970,men
2016,9,210041,women
2016,10,205415,men
2016,10,193481,women
2016,11,205494,men
2016,11,194605,women
2016,12,196088,men
2016,12,185961,women
2016,13,188378,men
2016,13,177020,women
2016,14,180933,men
2016,14,170616,women
2016,15,186068,men
2016,15,175950,women
2016,16,188132,men
2016,16,178596,women
2016,17,199667,men
2016,17,191300,women
2016,18,209887,men
2016,18,199416,women
2016,19,228717,men
2016,19,216345,women
2016,20,239365,men
2016,20,225479,women
2016,21,249004,men
2016,21,234132,women
2016,22,262351,men
2016,22,248210,women
2016,23,281119,men
2016,23,266380,women
2016,24,299627,men
2016,24,284254,women
2016,25,313751,men
2016,25,298618,women
2016,26,326933,men
2016,26,312701,women
2016,27,346300,men
2016,27,332604,women
2016,28,357229,men
2016,28,343228,women
2016,29,377924,men
2016,29,365398,women
2016,30,365389,men
2016,30,355317,women
2016,31,373599,men
2016,31,363325,women
2016,32,377596,men
2016,32,368473,women
2016,33,343652,men
2016,33,334841,women
2016,34,329211,men
2016,34,327713,women
2016,35,336112,men
2016,35,334930,women
2016,36,316073,men
2016,36,316770,women
2016,37,311492,men
2016,37,316567,women
2016,38,299213,men
2016,38,307561,women
2016,39,314648,men
2016,39,324098,women
2016,40,305622,men
2016,40,319800,women
2016,41,296250,men
2016,41,312008,women
2016,42,288153,men
2016,42,304467,women
2016,43,295105,men
2016,43,315155,women
2016,44,292515,men
2016,44,311807,women
2016,45,288882,men
2016,45,309322,women
2016,46,262769,men
2016,46,286474,women
2016,47,265315,men
2016,47,291439,women
2016,48,259160,men
2016,48,289260,women
2016,49,264886,men
2016,49,298893,women
2016,50,259215,men
2016,50,297676,women
2016,51,268174,men
2016,51,312280,women
2016,52,282787,men
2016,52,334969,women
2016,53,286276,men
2016,53,343840,women
2016,54,295213,men
2016,54,356263,women
2016,55,302282,men
2016,55,369718,women
2016,56,283130,men
2016,56,354777,women
2016,57,276830,men
2016,57,352682,women
2016,58,260318,men
2016,58,338471,women
2016,59,254431,men
2016,59,337497,women
2016,60,232462,men
2016,60,315462,women
2016,61,233782,men
2016,61,324457,women
2016,62,208379,men
2016,62,296363,women
2016,63,212821,men
2016,63,309520,women
2016,64,208929,men
2016,64,306173,women
2016,65,202140,men
2016,65,302258,women
2016,66,201406,men
2016,66,312895,women
2016,67,164310,men
2016,67,259283,women
2016,68,140031,men
2016,68,229249,women
2016,69,129849,men
2016,69,222131,women
2016,70,81538,men
2016,70,146446,women
2016,71,89398,men
2016,71,168292,women
2016,72,77468,men
2016,72,149507,women
2016,73,95195,men
2016,73,189839,women
2016,74,122876,men
2016,74,245425,women
2016,75,119964,men
2016,75,245102,women
2016,76,118369,men
2016,76,258565,women
2016,77,116399,men
2016,77,261038,women
2016,78,113614,men
2016,78,254250,women
2016,79,87444,men
2016,79,195204,women
2016,80 і старше,397353,men
2016,80 і старше,1072024,women
2016,Вік невідомий,NA,men
2016,Вік невідомий,NA,women
2017,0,203793,men
2017,0,190833,women
2017,1,211045,men
2017,1,197600,women
2017,2,237929,men
2017,2,224336,women
2017,3,242802,men
2017,3,228506,women
2017,4,251201,men
2017,4,236030,women
2017,5,242467,men
2017,5,227967,women
2017,6,239738,men
2017,6,225856,women
2017,7,247603,men
2017,7,232042,women
2017,8,246238,men
2017,8,231335,women
2017,9,226623,men
2017,9,214511,women
2017,10,220944,men
2017,10,210020,women
2017,11,205363,men
2017,11,193450,women
2017,12,205461,men
2017,12,194569,women
2017,13,196045,men
2017,13,185932,women
2017,14,188298,men
2017,14,176999,women
2017,15,180859,men
2017,15,170565,women
2017,16,185990,men
2017,16,175922,women
2017,17,188144,men
2017,17,178590,women
2017,18,199959,men
2017,18,191425,women
2017,19,210527,men
2017,19,199650,women
2017,20,229118,men
2017,20,216485,women
2017,21,239503,men
2017,21,225537,women
2017,22,249094,men
2017,22,234150,women
2017,23,262233,men
2017,23,248188,women
2017,24,280918,men
2017,24,266346,women
2017,25,299374,men
2017,25,284191,women
2017,26,313398,men
2017,26,298552,women
2017,27,326497,men
2017,27,312544,women
2017,28,345782,men
2017,28,332446,women
2017,29,356606,men
2017,29,343069,women
2017,30,377087,men
2017,30,365195,women
2017,31,364603,men
2017,31,355062,women
2017,32,372641,men
2017,32,363038,women
2017,33,376464,men
2017,33,368133,women
2017,34,342549,men
2017,34,334493,women
2017,35,327960,men
2017,35,327331,women
2017,36,334798,men
2017,36,334485,women
2017,37,314568,men
2017,37,316292,women
2017,38,309988,men
2017,38,315973,women
2017,39,297602,men
2017,39,307015,women
2017,40,312866,men
2017,40,323495,women
2017,41,303838,men
2017,41,319180,women
2017,42,294323,men
2017,42,311309,women
2017,43,286146,men
2017,43,303723,women
2017,44,293019,men
2017,44,314366,women
2017,45,290310,men
2017,45,310935,women
2017,46,286619,men
2017,46,308488,women
2017,47,260553,men
2017,47,285635,women
2017,48,262840,men
2017,48,290464,women
2017,49,256572,men
2017,49,288226,women
2017,50,262022,men
2017,50,297829,women
2017,51,256251,men
2017,51,296576,women
2017,52,264837,men
2017,52,311045,women
2017,53,279060,men
2017,53,333552,women
2017,54,282185,men
2017,54,342221,women
2017,55,290839,men
2017,55,354529,women
2017,56,297343,men
2017,56,367794,women
2017,57,278088,men
2017,57,352696,women
2017,58,271496,men
2017,58,350322,women
2017,59,254987,men
2017,59,335932,women
2017,60,248445,men
2017,60,334890,women
2017,61,226389,men
2017,61,312671,women
2017,62,227425,men
2017,62,321405,women
2017,63,202048,men
2017,63,293211,women
2017,64,205987,men
2017,64,305914,women
2017,65,201870,men
2017,65,302297,women
2017,66,195133,men
2017,66,297971,women
2017,67,193619,men
2017,67,307848,women
2017,68,157589,men
2017,68,254805,women
2017,69,133813,men
2017,69,224800,women
2017,70,123737,men
2017,70,217524,women
2017,71,77479,men
2017,71,143022,women
2017,72,84158,men
2017,72,163586,women
2017,73,72744,men
2017,73,144936,women
2017,74,88760,men
2017,74,183513,women
2017,75,114938,men
2017,75,236587,women
2017,76,111518,men
2017,76,235294,women
2017,77,108821,men
2017,77,246807,women
2017,78,106602,men
2017,78,247748,women
2017,79,103244,men
2017,79,239585,women
2017,80 і старше,424255,men
2017,80 і старше,1122931,women
2017,Вік невідомий,NA,men
2017,Вік невідомий,NA,women
2018,0,186249,men
2018,0,175540,women
2018,1,203612,men
2018,1,190704,women
2018,2,210970,men
2018,2,197562,women
2018,3,237860,men
2018,3,224277,women
2018,4,242735,men
2018,4,228464,women
2018,5,251130,men
2018,5,235993,women
2018,6,242412,men
2018,6,227890,women
2018,7,239702,men
2018,7,225812,women
2018,8,247559,men
2018,8,231999,women
2018,9,246176,men
2018,9,231298,women
2018,10,226564,men
2018,10,214495,women
2018,11,220909,men
2018,11,209978,women
2018,12,205307,men
2018,12,193413,women
2018,13,205406,men
2018,13,194548,women
2018,14,196012,men
2018,14,185914,women
2018,15,188228,men
2018,15,176981,women
2018,16,180824,men
2018,16,170569,women
2018,17,186186,men
2018,17,176019,women
2018,18,189258,men
2018,18,179078,women
2018,19,201471,men
2018,19,192029,women
2018,20,211406,men
2018,20,200108,women
2018,21,229126,men
2018,21,216597,women
2018,22,238811,men
2018,22,225470,women
2018,23,248375,men
2018,23,233980,women
2018,24,261652,men
2018,24,247985,women
2018,25,280177,men
2018,25,266164,women
2018,26,298720,men
2018,26,284077,women
2018,27,312702,men
2018,27,298394,women
2018,28,325929,men
2018,28,312426,women
2018,29,345074,men
2018,29,332287,women
2018,30,355862,men
2018,30,342871,women
2018,31,376261,men
2018,31,364935,women
2018,32,363707,men
2018,32,354801,women
2018,33,371652,men
2018,33,362715,women
2018,34,375315,men
2018,34,367803,women
2018,35,341427,men
2018,35,334104,women
2018,36,326819,men
2018,36,326940,women
2018,37,333438,men
2018,37,333962,women
2018,38,313194,men
2018,38,315779,women
2018,39,308440,men
2018,39,315414,women
2018,40,295959,men
2018,40,306413,women
2018,41,311141,men
2018,41,322915,women
2018,42,302079,men
2018,42,318522,women
2018,43,292295,men
2018,43,310582,women
2018,44,284147,men
2018,44,302993,women
2018,45,291008,men
2018,45,313573,women
2018,46,288046,men
2018,46,310065,women
2018,47,284217,men
2018,47,307611,women
2018,48,258279,men
2018,48,284748,women
2018,49,260336,men
2018,49,289547,women
2018,50,253738,men
2018,50,287181,women
2018,51,259091,men
2018,51,296697,women
2018,52,253238,men
2018,52,295429,women
2018,53,261415,men
2018,53,309729,women
2018,54,275157,men
2018,54,332060,women
2018,55,277815,men
2018,55,340567,women
2018,56,286253,men
2018,56,352807,women
2018,57,292336,men
2018,57,365746,women
2018,58,272802,men
2018,58,350588,women
2018,59,265998,men
2018,59,347866,women
2018,60,249164,men
2018,60,333426,women
2018,61,242464,men
2018,61,332184,women
2018,62,220318,men
2018,62,309794,women
2018,63,220974,men
2018,63,318175,women
2018,64,195975,men
2018,64,290001,women
2018,65,199191,men
2018,65,302232,women
2018,66,194822,men
2018,66,298194,women
2018,67,187846,men
2018,67,293508,women
2018,68,185654,men
2018,68,302423,women
2018,69,150706,men
